2016-12-26 10:22:26:559: Application Version: 2.2.3.0 built Jan 1, 2010 3:00 am UTC
2016-12-26 10:22:26:559: Microsoft Windows 7 Ultimate Service Pack 1
2016-12-26 10:22:26:559: 6.01 build 7601 Service Pack 1
2016-12-26 10:22:26:559: Username: pablo
2016-12-26 12:29:57:712: OnProcessEvent...missing track
2016-12-26 12:29:59:818: OnProcessEvent...missing track
2016-12-26 12:29:59:818: OnProcessEvent...missing track
2016-12-26 12:30:01:135: OnProcessEvent...missing track
2016-12-26 12:30:03:303: OnProcessEvent...missing track
2016-12-26 12:30:03:303: OnProcessEvent...missing track
2016-12-26 12:30:05:238: OnProcessEvent...missing track
2016-12-26 12:30:06:298: OnProcessEvent...missing track
2016-12-26 12:30:07:624: OnProcessEvent...missing track
2016-12-26 12:30:07:624: OnProcessEvent...missing track
2016-12-26 12:30:08:779: OnProcessEvent...missing track
2016-12-26 12:30:15:112: OnProcessEvent...missing track
2016-12-26 12:30:16:454: OnProcessEvent...missing track
2016-12-26 12:30:18:310: OnProcessEvent...missing track
2016-12-26 12:30:18:310: OnProcessEvent...missing track
2016-12-26 12:30:23:709: OnProcessEvent...missing track
2016-12-26 12:30:26:189: OnProcessEvent...missing track
2016-12-26 12:30:26:189: OnProcessEvent...missing track
2016-12-26 12:30:26:189: OnProcessEvent...missing track
2016-12-26 12:30:27:297: OnProcessEvent...missing track
2016-12-26 12:30:27:983: OnProcessEvent...missing track
2016-12-26 12:30:32:398: OnProcessEvent...missing track
2016-12-26 12:30:34:598: OnProcessEvent...missing track
2016-12-26 12:30:36:751: OnProcessEvent...missing track
2016-12-26 12:30:36:751: OnProcessEvent...missing track
2016-12-26 12:30:44:863: OnProcessEvent...missing track
2016-12-26 12:30:49:934: OnProcessEvent...missing track
2016-12-26 12:30:49:934: OnProcessEvent...missing track
2016-12-26 12:30:49:934: OnProcessEvent...missing track
2016-12-26 12:30:52:820: OnProcessEvent...missing track
2016-12-26 12:30:52:820: OnProcessEvent...missing track
2016-12-26 12:30:52:820: OnProcessEvent...missing track
2016-12-26 12:30:57:063: OnProcessEvent...missing track
2016-12-26 12:31:00:729: OnProcessEvent...missing track
2016-12-26 12:31:04:114: OnProcessEvent...missing track
2016-12-26 12:31:04:114: OnProcessEvent...missing track
2016-12-26 12:31:06:329: OnProcessEvent...missing track
2016-12-26 12:31:09:278: OnProcessEvent...missing track
2016-12-26 12:31:14:475: OnProcessEvent...missing track
2016-12-26 12:31:14:849: OnProcessEvent...missing track
2016-12-26 12:31:14:849: OnProcessEvent...missing track
2016-12-26 12:31:17:112: OnProcessEvent...missing track
2016-12-26 12:31:18:204: OnProcessEvent...missing track
2016-12-26 12:31:20:060: OnProcessEvent...missing track
2016-12-26 12:31:23:539: OnProcessEvent...missing track
2016-12-26 12:31:24:304: OnProcessEvent...missing track
2016-12-26 12:31:25:880: OnProcessEvent...missing track
2016-12-26 12:31:28:751: OnProcessEvent...missing track
2016-12-26 12:31:30:966: OnProcessEvent...missing track
2016-12-26 12:31:34:554: OnProcessEvent...missing track
2016-12-26 12:31:34:569: OnProcessEvent...missing track
2016-12-26 12:31:34:569: OnProcessEvent...missing track
2016-12-26 12:31:34:881: OnProcessEvent...missing track
2016-12-26 12:31:37:112: OnProcessEvent...missing track
2016-12-26 12:31:43:477: OnProcessEvent...missing track
2016-12-26 12:31:48:291: OnProcessEvent...missing track
2016-12-26 12:31:49:476: OnProcessEvent...missing track
2016-12-26 12:31:53:423: OnProcessEvent...missing track
2016-12-26 12:31:55:732: OnProcessEvent...missing track
2016-12-26 12:31:56:075: OnProcessEvent...missing track
2016-12-26 12:31:56:075: OnProcessEvent...missing track
2016-12-26 12:31:56:075: OnProcessEvent...missing track
2016-12-26 12:31:57:167: OnProcessEvent...missing track
2016-12-26 12:32:01:488: OnProcessEvent...missing track
2016-12-26 12:32:03:345: OnProcessEvent...missing track
2016-12-26 12:32:05:778: OnProcessEvent...missing track
2016-12-26 12:32:05:872: OnProcessEvent...missing track
2016-12-26 12:32:06:855: OnProcessEvent...missing track
2016-12-26 12:32:07:697: New device: ROOT#*ISATAP#0002#{cac88484-7515-4c03-82e6-71a87abac361}
2016-12-26 12:32:07:697: NOT a USB device
2016-12-26 12:32:07:728: New device: ROOT#*ISATAP#0002#{ad498944-762f-11d0-8dcb-00c04fc3358c}\{C435FF68-B22C-47B8-B3E6-4FFEAE9D5B8F}
2016-12-26 12:32:07:728: NOT a USB device
2016-12-26 12:32:07:947: OnProcessEvent...missing track
2016-12-26 12:32:11:223: OnProcessEvent...missing track
2016-12-26 12:32:11:379: OnProcessEvent...missing track
2016-12-26 12:32:11:379: OnProcessEvent...missing track
2016-12-26 12:32:22:252: OnProcessEvent...missing track
2016-12-26 12:32:22:252: OnProcessEvent...missing track
2016-12-26 12:32:22:346: OnProcessEvent...missing track
2016-12-26 12:32:27:946: OnProcessEvent...missing track
2016-12-26 12:32:30:458: OnProcessEvent...missing track
2016-12-26 12:32:32:753: OnProcessEvent...missing track
2016-12-26 12:32:34:203: New device: USB\VID_148F&PID_3070
2016-12-26 12:32:35:264: New device: {5d624f94-8850-40c3-a3fa-a4fd2080baf3}\vwifimp\7&1704cc16
2016-12-26 12:32:35:264: NOT a USB device
2016-12-26 12:32:35:529: New device: {5d624f94-8850-40c3-a3fa-a4fd2080baf3}\vwifimp\7&1704cc16
2016-12-26 12:32:35:529: NOT a USB device
2016-12-26 12:32:36:590: OnProcessEvent...missing track
2016-12-26 12:32:38:212: Quick scan collect...
2016-12-26 12:32:39:367: Quick scan collected.
2016-12-26 12:32:39:382: Quick scan Analyze...
2016-12-26 12:32:39:382: OnProcessEvent...missing track
2016-12-26 12:32:39:382: Sending update request: GetDriverUpdates
2016-12-26 12:32:40:069: OnProcessEvent...missing track
2016-12-26 12:32:41:207: OnProcessEvent...missing track
2016-12-26 12:32:41:207: OnProcessEvent...missing track
2016-12-26 12:32:44:516: OnProcessEvent...missing track
2016-12-26 12:32:51:068: OnProcessEvent...missing track
2016-12-26 12:32:51:068: OnProcessEvent...missing track
2016-12-26 12:32:51:068: OnProcessEvent...missing track
2016-12-26 12:32:51:068: OnProcessEvent...missing track
2016-12-26 12:32:52:144: OnProcessEvent...missing track
2016-12-26 12:32:54:531: Request failed: CInternetException: No se pudo resolver el nombre de servidor ni su dirección

2016-12-26 12:32:54:531: Quick scan...completed
2016-12-26 12:32:54:858: Quick scan found 0 updates
2016-12-26 12:33:35:099: OnProcessEvent...missing track
2016-12-26 12:33:35:099: OnProcessEvent...missing track
2016-12-26 12:33:40:838: OnProcessEvent...missing track
2016-12-26 12:33:44:301: OnProcessEvent...missing track
2016-12-26 12:33:44:317: OnProcessEvent...missing track
2016-12-26 12:33:45:378: OnProcessEvent...missing track
2016-12-26 12:33:45:456: OnProcessEvent...missing track
2016-12-26 12:33:47:593: OnProcessEvent...missing track
2016-12-26 12:33:48:607: OnProcessEvent...missing track
2016-12-26 12:33:48:716: OnProcessEvent...missing track
2016-12-26 12:33:50:824: OnProcessEvent...missing track
2016-12-26 12:33:55:395: OnProcessEvent...missing track
2016-12-26 12:33:56:534: OnProcessEvent...missing track
2016-12-26 12:34:01:962: OnProcessEvent...missing track
2016-12-26 12:34:01:962: OnProcessEvent...missing track
2016-12-26 12:34:05:363: OnProcessEvent...missing track
2016-12-26 12:34:11:073: OnProcessEvent...missing track
2016-12-26 12:34:27:859: OnProcessEvent...missing track
2016-12-26 12:34:33:413: OnProcessEvent...missing track
2016-12-26 12:34:34:498: OnProcessEvent...missing track
2016-12-26 12:35:35:997: OnProcessEvent...missing track
2016-12-26 12:35:40:631: OnProcessEvent...missing track
2016-12-26 12:35:46:122: OnProcessEvent...missing track
2016-12-26 12:36:00:318: OnProcessEvent...missing track
2016-12-26 12:36:04:904: OnProcessEvent...missing track
2016-12-26 12:36:17:355: OnProcessEvent...missing track
2016-12-26 12:36:36:886: OnProcessEvent...missing track
2016-12-26 12:37:25:137: OnProcessEvent...missing track
2016-12-26 12:37:26:229: OnProcessEvent...missing track
2016-12-26 12:37:26:229: OnProcessEvent...missing track
2016-12-26 12:37:27:430: OnProcessEvent...missing track
2016-12-26 12:37:30:472: OnProcessEvent...missing track
2016-12-26 12:37:30:472: OnProcessEvent...missing track
2016-12-26 12:37:33:810: OnProcessEvent...missing track
2016-12-26 12:37:37:164: OnProcessEvent...missing track
2016-12-26 12:38:14:232: OnProcessEvent...missing track
2016-12-26 12:38:15:121: OnProcessEvent...missing track
2016-12-26 12:38:15:121: OnProcessEvent...missing track
2016-12-26 12:38:15:386: OnProcessEvent...missing track
2016-12-26 12:38:15:386: OnProcessEvent...missing track
2016-12-26 12:38:16:197: OnProcessEvent...missing track
2016-12-26 12:38:20:643: OnProcessEvent...missing track
2016-12-26 12:38:38:274: OnProcessEvent...missing track
2016-12-26 12:38:38:274: OnProcessEvent...missing track
2016-12-26 12:38:42:673: OnProcessEvent...missing track
2016-12-26 12:38:42:970: OnProcessEvent...missing track
2016-12-26 12:38:55:965: OnProcessEvent...missing track
2016-12-26 12:38:55:965: OnProcessEvent...missing track
2016-12-26 12:38:57:135: OnProcessEvent...missing track
2016-12-26 12:38:59:022: OnProcessEvent...missing track
2016-12-26 12:38:59:022: OnProcessEvent...missing track
2016-12-26 12:38:59:022: OnProcessEvent...missing track
2016-12-26 12:38:59:022: OnProcessEvent...missing track
2016-12-26 12:39:12:719: OnProcessEvent...missing track
2016-12-26 12:39:12:719: OnProcessEvent...missing track
2016-12-26 12:39:18:336: OnProcessEvent...missing track
2016-12-26 12:39:35:137: OnProcessEvent...missing track
2016-12-26 12:39:36:089: OnProcessEvent...missing track
2016-12-26 12:39:51:813: OnProcessEvent...missing track
2016-12-26 12:39:51:813: OnProcessEvent...missing track
2016-12-26 12:40:00:534: OnProcessEvent...missing track
2016-12-26 12:40:07:133: OnProcessEvent...missing track
2016-12-26 12:40:07:133: OnProcessEvent...missing track
2016-12-26 12:40:07:133: OnProcessEvent...missing track
2016-12-26 12:40:07:133: OnProcessEvent...missing track
2016-12-26 12:40:09:535: OnProcessEvent...missing track
2016-12-26 12:40:11:984: OnProcessEvent...missing track
2016-12-26 12:40:11:984: OnProcessEvent...missing track
2016-12-26 12:40:52:092: OnProcessEvent...missing track
2016-12-26 12:40:52:092: OnProcessEvent...missing track
2016-12-26 12:40:52:092: OnProcessEvent...missing track
2016-12-26 12:40:53:387: OnProcessEvent...missing track
2016-12-26 12:40:57:973: OnProcessEvent...missing track
2016-12-26 12:40:57:973: OnProcessEvent...missing track
2016-12-26 12:41:13:261: OnProcessEvent...missing track
2016-12-26 12:41:18:207: OnProcessEvent...missing track
2016-12-26 12:41:18:222: OnProcessEvent...missing track
2016-12-26 12:41:18:222: OnProcessEvent...missing track
2016-12-26 12:41:19:361: OnProcessEvent...missing track
2016-12-26 12:42:04:780: OnProcessEvent...missing track
2016-12-26 12:42:05:965: OnProcessEvent...missing track
2016-12-26 12:42:05:965: OnProcessEvent...missing track
2016-12-26 12:42:05:965: OnProcessEvent...missing track
2016-12-26 12:42:05:997: OnProcessEvent...missing track
2016-12-26 12:42:10:942: OnProcessEvent...missing track
2016-12-26 12:42:10:989: OnProcessEvent...missing track
2016-12-26 12:42:11:597: OnProcessEvent...missing track
2016-12-26 12:42:11:597: OnProcessEvent...missing track
2016-12-26 12:42:15:856: OnProcessEvent...missing track
2016-12-26 12:42:29:475: OnProcessEvent...missing track
2016-12-26 12:42:29:475: OnProcessEvent...missing track
2016-12-26 12:42:29:475: OnProcessEvent...missing track
2016-12-26 12:42:33:593: OnProcessEvent...missing track
2016-12-26 12:42:33:593: OnProcessEvent...missing track
2016-12-26 12:42:33:593: OnProcessEvent...missing track
2016-12-26 12:42:36:136: OnProcessEvent...missing track
2016-12-26 12:42:38:335: OnProcessEvent...missing track
2016-12-26 12:42:39:583: OnProcessEvent...missing track
2016-12-26 12:42:40:207: OnProcessEvent...missing track
2016-12-26 12:42:47:227: OnProcessEvent...missing track
2016-12-26 12:42:47:227: OnProcessEvent...missing track
2016-12-26 12:42:48:397: OnProcessEvent...missing track
2016-12-26 12:43:33:014: OnProcessEvent...missing track
2016-12-26 12:43:37:959: OnProcessEvent...missing track
2016-12-26 12:43:37:959: OnProcessEvent...missing track
2016-12-26 12:43:40:314: OnProcessEvent...missing track
2016-12-26 12:43:40:314: OnProcessEvent...missing track
2016-12-26 12:43:41:640: OnProcessEvent...missing track
2016-12-26 12:43:41:640: OnProcessEvent...missing track
2016-12-26 12:43:42:436: OnProcessEvent...missing track
2016-12-26 12:43:48:255: OnProcessEvent...missing track
2016-12-26 12:43:58:988: OnProcessEvent...missing track
2016-12-26 12:44:02:428: OnProcessEvent...missing track
2016-12-26 12:44:02:428: OnProcessEvent...missing track
2016-12-26 12:44:02:428: OnProcessEvent...missing track
2016-12-26 12:44:05:782: OnProcessEvent...missing track
2016-12-26 12:44:16:126: OnProcessEvent...missing track
2016-12-26 12:44:17:202: OnProcessEvent...missing track
2016-12-26 12:44:20:541: OnProcessEvent...missing track
2016-12-26 12:44:20:541: OnProcessEvent...missing track
2016-12-26 12:44:22:849: OnProcessEvent...missing track
2016-12-26 12:44:22:849: OnProcessEvent...missing track
2016-12-26 12:44:30:805: OnProcessEvent...missing track
2016-12-26 12:44:30:837: OnProcessEvent...missing track
2016-12-26 12:44:37:825: OnProcessEvent...missing track
2016-12-26 12:44:37:825: OnProcessEvent...missing track
2016-12-26 12:44:37:825: OnProcessEvent...missing track
2016-12-26 12:44:39:073: OnProcessEvent...missing track
2016-12-26 12:44:39:307: OnProcessEvent...missing track
2016-12-26 12:44:39:307: OnProcessEvent...missing track
2016-12-26 12:44:39:307: OnProcessEvent...missing track
2016-12-26 12:44:39:307: OnProcessEvent...missing track
2016-12-26 12:44:41:398: OnProcessEvent...missing track
2016-12-26 12:44:42:490: OnProcessEvent...missing track
2016-12-26 12:44:43:629: OnProcessEvent...missing track
2016-12-26 12:44:44:861: OnProcessEvent...missing track
2016-12-26 12:44:44:861: OnProcessEvent...missing track
2016-12-26 12:44:45:937: OnProcessEvent...missing track
2016-12-26 12:44:45:937: OnProcessEvent...missing track
2016-12-26 12:44:45:937: OnProcessEvent...missing track
2016-12-26 12:44:45:937: OnProcessEvent...missing track
2016-12-26 12:44:45:937: OnProcessEvent...missing track
2016-12-26 12:44:49:213: OnProcessEvent...missing track
2016-12-26 12:44:49:213: OnProcessEvent...missing track
2016-12-26 12:44:50:290: OnProcessEvent...missing track
2016-12-26 12:44:50:290: OnProcessEvent...missing track
2016-12-26 12:44:58:012: OnProcessEvent...missing track
2016-12-26 12:44:58:012: OnProcessEvent...missing track
2016-12-26 12:44:58:012: OnProcessEvent...missing track
2016-12-26 12:45:00:321: OnProcessEvent...missing track
2016-12-26 12:45:03:628: OnProcessEvent...missing track
2016-12-26 12:45:08:058: OnProcessEvent...missing track
2016-12-26 12:45:15:765: OnProcessEvent...missing track
2016-12-26 12:45:38:135: OnProcessEvent...missing track
2016-12-26 12:45:49:976: OnProcessEvent...missing track
2016-12-26 12:45:56:652: OnProcessEvent...missing track
2016-12-26 12:45:57:308: OnProcessEvent...missing track
2016-12-26 12:45:57:308: OnProcessEvent...missing track
2016-12-26 12:46:04:640: OnProcessEvent...missing track
2016-12-26 12:46:04:640: OnProcessEvent...missing track
2016-12-26 12:46:07:822: OnProcessEvent...missing track
2016-12-26 12:46:07:822: OnProcessEvent...missing track
2016-12-26 12:46:57:633: OnProcessEvent...missing track
2016-12-26 12:47:15:745: OnProcessEvent...missing track
2016-12-26 12:47:15:745: OnProcessEvent...missing track
2016-12-26 12:47:37:538: OnProcessEvent...missing track
2016-12-26 12:47:41:765: OnProcessEvent...missing track
2016-12-26 12:47:50:486: OnProcessEvent...missing track
2016-12-26 12:48:00:595: OnProcessEvent...missing track
2016-12-26 12:48:00:595: OnProcessEvent...missing track
2016-12-26 12:48:01:531: OnProcessEvent...missing track
2016-12-26 12:48:01:531: OnProcessEvent...missing track
2016-12-26 12:48:05:002: OnProcessEvent...missing track
2016-12-26 12:48:10:399: OnProcessEvent...missing track
2016-12-26 12:48:30:617: OnProcessEvent...missing track
2016-12-26 12:48:30:617: OnProcessEvent...missing track
2016-12-26 12:48:30:617: OnProcessEvent...missing track
2016-12-26 12:48:52:925: OnProcessEvent...missing track
2016-12-26 12:48:52:987: OnProcessEvent...missing track
2016-12-26 12:49:18:571: OnProcessEvent...missing track
2016-12-26 12:49:18:571: OnProcessEvent...missing track
2016-12-26 12:49:19:492: OnProcessEvent...missing track
2016-12-26 12:49:19:492: OnProcessEvent...missing track
2016-12-26 12:49:19:492: OnProcessEvent...missing track
2016-12-26 12:49:23:844: OnProcessEvent...missing track
2016-12-26 12:49:39:093: OnProcessEvent...missing track
2016-12-26 12:49:52:447: OnProcessEvent...missing track
2016-12-26 12:49:53:414: OnProcessEvent...missing track
2016-12-26 12:49:57:891: OnProcessEvent...missing track
2016-12-26 12:50:05:878: OnProcessEvent...missing track
2016-12-26 12:50:06:970: OnProcessEvent...missing track
2016-12-26 12:50:07:017: OnProcessEvent...missing track
2016-12-26 12:50:28:093: OnProcessEvent...missing track
2016-12-26 12:50:32:461: OnProcessEvent...missing track
2016-12-26 12:50:42:507: OnProcessEvent...missing track
2016-12-26 12:50:43:568: OnProcessEvent...missing track
2016-12-26 12:50:50:432: OnProcessEvent...missing track
2016-12-26 12:50:52:054: OnProcessEvent...missing track
2016-12-26 12:51:18:314: OnProcessEvent...missing track
2016-12-26 12:51:18:314: OnProcessEvent...missing track
2016-12-26 12:51:18:454: OnProcessEvent...missing track
2016-12-26 12:51:47:845: OnProcessEvent...missing track
2016-12-26 12:52:02:337: OnProcessEvent...missing track
2016-12-26 12:52:23:241: OnProcessEvent...missing track
2016-12-26 12:52:23:241: OnProcessEvent...missing track
2016-12-26 12:52:24:333: OnProcessEvent...missing track
2016-12-26 12:52:25:456: OnProcessEvent...missing track
2016-12-26 12:52:25:472: OnProcessEvent...missing track
2016-12-26 12:52:45:346: OnProcessEvent...missing track
2016-12-26 12:52:45:378: OnProcessEvent...missing track
2016-12-26 12:52:46:376: OnProcessEvent...missing track
2016-12-26 12:52:49:636: OnProcessEvent...missing track
2016-12-26 12:52:49:636: OnProcessEvent...missing track
2016-12-26 12:52:52:023: OnProcessEvent...missing track
2016-12-26 12:52:54:441: New device: {5d624f94-8850-40c3-a3fa-a4fd2080baf3}\vwifimp\7&1704cc16
2016-12-26 12:52:54:472: NOT a USB device
2016-12-26 12:52:54:504: New device: {5d624f94-8850-40c3-a3fa-a4fd2080baf3}\vwifimp\7&1704cc16
2016-12-26 12:52:54:504: NOT a USB device
2016-12-26 12:52:56:578: OnProcessEvent...missing track
2016-12-26 12:52:58:060: OnProcessEvent...missing track
2016-12-26 12:52:58:060: OnProcessEvent...missing track
2016-12-26 12:52:59:152: OnProcessEvent...missing track
2016-12-26 12:52:59:152: OnProcessEvent...missing track
2016-12-26 12:53:01:602: OnProcessEvent...missing track
2016-12-26 12:53:08:402: OnProcessEvent...missing track
2016-12-26 12:53:08:418: OnProcessEvent...missing track
2016-12-26 12:53:10:555: OnProcessEvent...missing track
2016-12-26 12:53:10:555: OnProcessEvent...missing track
2016-12-26 12:53:12:614: OnProcessEvent...missing track
2016-12-26 12:53:20:492: OnProcessEvent...missing track
2016-12-26 12:53:20:508: OnProcessEvent...missing track
2016-12-26 12:53:27:185: OnProcessEvent...missing track
2016-12-26 12:53:27:356: OnProcessEvent...missing track
2016-12-26 12:53:35:936: OnProcessEvent...missing track
2016-12-26 12:53:35:936: OnProcessEvent...missing track
2016-12-26 12:53:46:887: OnProcessEvent...missing track
2016-12-26 12:53:53:221: OnProcessEvent...missing track
2016-12-26 12:54:02:909: OnProcessEvent...missing track
2016-12-26 12:54:04:047: OnProcessEvent...missing track
2016-12-26 12:54:08:821: OnProcessEvent...missing track
2016-12-26 12:54:16:450: OnProcessEvent...missing track
2016-12-26 12:54:21:005: OnProcessEvent...missing track
2016-12-26 12:54:21:005: OnProcessEvent...missing track
2016-12-26 12:54:21:005: OnProcessEvent...missing track
2016-12-26 12:54:22:066: OnProcessEvent...missing track
2016-12-26 12:54:42:818: OnProcessEvent...missing track
2016-12-26 12:54:51:585: OnProcessEvent...missing track
2016-12-26 12:54:51:585: OnProcessEvent...missing track
2016-12-26 12:54:52:849: OnProcessEvent...missing track
2016-12-26 12:55:20:726: OnProcessEvent...missing track
2016-12-26 12:55:21:818: OnProcessEvent...missing track
2016-12-26 12:55:21:818: OnProcessEvent...missing track
2016-12-26 12:55:21:818: OnProcessEvent...missing track
2016-12-26 12:55:21:818: OnProcessEvent...missing track
2016-12-26 12:55:26:545: OnProcessEvent...missing track
2016-12-26 12:55:26:545: OnProcessEvent...missing track
2016-12-26 12:55:30:024: OnProcessEvent...missing track
2016-12-26 12:55:31:053: OnProcessEvent...missing track
2016-12-26 12:55:31:100: OnProcessEvent...missing track
2016-12-26 12:55:31:100: OnProcessEvent...missing track
2016-12-26 12:55:31:240: OnProcessEvent...missing track
2016-12-26 12:56:03:798: OnProcessEvent...missing track
2016-12-26 12:56:36:121: OnProcessEvent...missing track
2016-12-26 12:56:36:121: OnProcessEvent...missing track
2016-12-26 12:56:44:592: OnProcessEvent...missing track
2016-12-26 12:56:44:670: OnProcessEvent...missing track
2016-12-26 12:56:46:058: OnProcessEvent...missing track
2016-12-26 12:56:47:436: OnProcessEvent...missing track
2016-12-26 12:56:47:489: OnProcessEvent...missing track
2016-12-26 12:56:47:489: OnProcessEvent...missing track
2016-12-26 12:56:47:489: OnProcessEvent...missing track
2016-12-26 12:56:51:844: OnProcessEvent...missing track
2016-12-26 12:57:00:097: OnProcessEvent...missing track
2016-12-26 12:57:04:017: OnProcessEvent...missing track
2016-12-26 12:57:15:007: OnProcessEvent...missing track
2016-12-26 12:57:31:269: OnProcessEvent...missing track
2016-12-26 12:57:32:406: OnProcessEvent...missing track
2016-12-26 12:57:42:442: OnProcessEvent...missing track
2016-12-26 12:57:42:443: OnProcessEvent...missing track
2016-12-26 12:57:43:723: OnProcessEvent...missing track
2016-12-26 12:57:44:708: OnProcessEvent...missing track
2016-12-26 12:57:51:600: OnProcessEvent...missing track
2016-12-26 12:57:52:437: OnProcessEvent...missing track
2016-12-26 12:58:31:467: OnProcessEvent...missing track
2016-12-26 12:58:31:467: OnProcessEvent...missing track
2016-12-26 12:58:31:467: OnProcessEvent...missing track
2016-12-26 12:58:31:467: OnProcessEvent...missing track
2016-12-26 12:58:32:528: OnProcessEvent...missing track
2016-12-26 12:58:32:528: OnProcessEvent...missing track
2016-12-26 12:58:32:528: OnProcessEvent...missing track
2016-12-26 12:58:48:253: OnProcessEvent...missing track
2016-12-26 12:58:48:253: OnProcessEvent...missing track
2016-12-26 12:59:02:777: OnProcessEvent...missing track
2016-12-26 12:59:26:021: OnProcessEvent...missing track
2016-12-26 13:00:37:281: OnProcessEvent...missing track
2016-12-26 13:00:38:639: OnProcessEvent...missing track
2016-12-26 13:00:38:639: OnProcessEvent...missing track
2016-12-26 13:00:38:639: OnProcessEvent...missing track
2016-12-26 13:00:39:621: OnProcessEvent...missing track
2016-12-26 13:00:44:707: OnProcessEvent...missing track
2016-12-26 13:01:45:001: OnProcessEvent...missing track
2016-12-26 13:01:45:001: OnProcessEvent...missing track
2016-12-26 13:03:12:315: OnProcessEvent...missing track
2016-12-26 13:03:16:729: OnProcessEvent...missing track
2016-12-26 13:03:16:729: OnProcessEvent...missing track
2016-12-26 13:03:16:729: OnProcessEvent...missing track
2016-12-26 13:03:17:868: OnProcessEvent...missing track
2016-12-26 13:03:17:868: OnProcessEvent...missing track
2016-12-26 13:03:17:868: OnProcessEvent...missing track
2016-12-26 13:03:21:039: OnProcessEvent...missing track
2016-12-26 13:03:23:519: OnProcessEvent...missing track
2016-12-26 13:03:24:986: OnProcessEvent...missing track
2016-12-26 13:03:24:986: OnProcessEvent...missing track
2016-12-26 13:03:26:109: OnProcessEvent...missing track
2016-12-26 13:03:29:681: OnProcessEvent...missing track
2016-12-26 13:03:29:713: OnProcessEvent...missing track
2016-12-26 13:04:54:234: OnProcessEvent...missing track
2016-12-26 13:05:08:788: OnProcessEvent...missing track
2016-12-26 13:05:12:033: OnProcessEvent...missing track
2016-12-26 13:05:39:973: OnProcessEvent...missing track
2016-12-26 13:06:40:345: OnProcessEvent...missing track
2016-12-26 13:07:12:699: OnProcessEvent...missing track
2016-12-26 13:08:03:855: OnProcessEvent...missing track
2016-12-26 13:09:02:865: OnProcessEvent...missing track
2016-12-26 13:09:03:972: OnProcessEvent...missing track
2016-12-26 13:09:05:236: OnProcessEvent...missing track
2016-12-26 13:09:16:312: OnProcessEvent...missing track
2016-12-26 13:09:35:376: OnProcessEvent...missing track
2016-12-26 13:09:35:407: OnProcessEvent...missing track
2016-12-26 13:09:36:624: OnProcessEvent...missing track
2016-12-26 13:09:36:639: OnProcessEvent...missing track
2016-12-26 13:09:36:639: OnProcessEvent...missing track
2016-12-26 13:09:36:639: OnProcessEvent...missing track
2016-12-26 13:09:36:639: OnProcessEvent...missing track
2016-12-26 13:09:40:992: OnProcessEvent...missing track
2016-12-26 13:09:46:826: OnProcessEvent...missing track
2016-12-26 13:09:51:756: OnProcessEvent...missing track
2016-12-26 13:09:51:756: OnProcessEvent...missing track
2016-12-26 13:09:52:973: OnProcessEvent...missing track
2016-12-26 13:09:54:096: OnProcessEvent...missing track
2016-12-26 13:09:55:281: OnProcessEvent...missing track
2016-12-26 13:10:09:883: OnProcessEvent...missing track
2016-12-26 13:10:11:022: OnProcessEvent...missing track
2016-12-26 13:10:21:505: OnProcessEvent...missing track
2016-12-26 13:10:26:107: OnProcessEvent...missing track
2016-12-26 13:10:40:334: OnProcessEvent...missing track
2016-12-26 13:11:02:420: OnProcessEvent...missing track
2016-12-26 13:11:16:195: OnProcessEvent...missing track
2016-12-26 13:11:16:195: OnProcessEvent...missing track
2016-12-26 13:11:16:367: OnProcessEvent...missing track
2016-12-26 13:11:17:428: OnProcessEvent...missing track
2016-12-26 13:11:18:192: OnProcessEvent...missing track
2016-12-26 13:11:31:795: OnProcessEvent...missing track
2016-12-26 13:11:32:903: OnProcessEvent...missing track
2016-12-26 13:11:32:918: OnProcessEvent...missing track
2016-12-26 13:11:33:745: OnProcessEvent...missing track
2016-12-26 13:11:33:745: OnProcessEvent...missing track
2016-12-26 13:11:34:962: OnProcessEvent...missing track
2016-12-26 13:11:34:962: OnProcessEvent...missing track
2016-12-26 13:11:34:962: OnProcessEvent...missing track
2016-12-26 13:11:37:099: OnProcessEvent...missing track
2016-12-26 13:12:05:523: OnProcessEvent...missing track
2016-12-26 13:12:34:367: OnProcessEvent...missing track
2016-12-26 13:12:39:094: OnProcessEvent...missing track
2016-12-26 13:12:42:401: OnProcessEvent...missing track
2016-12-26 13:12:47:487: OnProcessEvent...missing track
2016-12-26 13:13:27:376: OnProcessEvent...missing track
2016-12-26 13:13:42:789: OnProcessEvent...missing track
2016-12-26 13:13:43:834: OnProcessEvent...missing track
2016-12-26 13:13:43:881: OnProcessEvent...missing track
2016-12-26 13:14:04:551: OnProcessEvent...missing track
2016-12-26 13:15:37:745: OnProcessEvent...missing track
2016-12-26 13:15:37:745: OnProcessEvent...missing track
2016-12-26 13:15:37:745: OnProcessEvent...missing track
2016-12-26 13:15:40:241: OnProcessEvent...missing track
2016-12-26 13:15:40:241: OnProcessEvent...missing track
2016-12-26 13:15:40:241: OnProcessEvent...missing track
2016-12-26 13:15:40:241: OnProcessEvent...missing track
2016-12-26 13:15:42:456: OnProcessEvent...missing track
2016-12-26 13:15:44:578: OnProcessEvent...missing track
2016-12-26 13:15:58:306: OnProcessEvent...missing track
2016-12-26 13:16:02:939: OnProcessEvent...missing track
